name,address,city,state
ITT Technical Institute-Houston West,2950 S Gessner,Houston,Texas
Jacksonville College-Main Campus,105 B J Albritton Dr,Jacksonville,Texas
Jarvis Christian College,"PR 7631,Hwy 80 E",Hawkins,Texas
KD College Conservatory of Film and Dramatic Arts,2600 Stemmons Fwy Ste 117,Dallas,Texas
Kilgore College,1100 Broadway,Kilgore,Texas
Lamar University,4400 MLK Blvd,Beaumont,Texas
Lamar State College-Orange,410 Front St,Orange,Texas
Lamar State College-Port Arthur,1500 Proctor St,Port Arthur,Texas
Laredo Community College,West End Washington St,Laredo,Texas
Texas A & M International University,5201 University Blvd,Laredo,Texas
Lee College,511 S Whiting,Baytown,Texas
LeTourneau University,2100 S Mobberly Ave,Longview,Texas
Lincoln College of Technology-Grand Prairie,2915 Alouette Drive,Grand Prairie,Texas
Lon Morris College,,,
Lubbock Christian University,5601 19th Street,Lubbock,Texas
College of the Mainland,1200 Amburn Road,Texas City,Texas
University of Mary Hardin-Baylor,900 College St,Belton,Texas
McLennan Community College,1400 College Dr,Waco,Texas
McMurry University,S 14th and Sayles Blvd,Abilene,Texas
Covenant School of Nursing and Allied Health,"2002 West Loop 289, Suite 120",Lubbock,Texas
Midland College,3600 N Garfield,Midland,Texas
Midwestern State University,3410 Taft Blvd,Wichita Falls,Texas
Wade College,"1950 N. Stemmons Freeway, Suite 4080 Dallas INFOMART",Dallas,Texas
Mountain View College,4849 West Illinois Ave.,Dallas,Texas
Navarro College,3200 W 7th Avenue,Corsicana,Texas
Lone Star College System,5000 Research Forest Drive,The Woodlands,Texas
North Lake College,5001 North MacArthur Blvd.,Irving,Texas
University of North Texas,1501 W.Chestnut Ave.,Denton,Texas
Northeast Texas Community College,2886 FM 1735,Mount Pleasant,Texas
Northwood University-Texas,1114 W FM 1382,Cedar Hill,Texas
Oblate School of Theology,285 Oblate Dr,San Antonio,Texas
Odessa College,201 W University Blvd,Odessa,Texas
Our Lady of the Lake University,411 SW 24th St,San Antonio,Texas
The University of Texas-Pan American,1201 W University Dr,Edinburg,Texas
The University of Texas at Brownsville,One West University Boulevard,Brownsville,Texas
Panola College,1109 W Panola St,Carthage,Texas
Paris Junior College,2400 Clarksville St,Paris,Texas
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,Texas
Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,Texas
Ranger College,1100 College Circle,Ranger,Texas
Aviation Institute of Maintenance-Houston,7651 Airport Blvd.,Houston,Texas
Rice University,6100 S Main,Houston,Texas
Richland College,12800 Abrams Rd.,Dallas,Texas
Kaplan College-McAllen,1500 S. Jackson,McAllen,Texas
Saint Edward's University,3001 S Congress Ave,Austin,Texas
St Philip's College,1801 Martin Luther King Dr,San Antonio,Texas
University of St Thomas,3800 Montrose Blvd,Houston,Texas
Sam Houston State University,1806 Ave J,Huntsville,Texas
San Antonio College,1300 San Pedro Ave,San Antonio,Texas
San Jacinto Community College,8060 Spencer Hwy,Pasadena,Texas
Schreiner University,2100 Memorial Blvd,Kerrville,Texas
St Mary's University,One Camino Santa Maria,San Antonio,Texas
South Plains College,1401 S. College Ave,Levelland,Texas
South Texas College of Law,1303 San Jacinto Street,Houston,Texas
Southern Methodist University,6425 Boaz St,Dallas,Texas
Southwest Institute of Technology,5424 Hwy 290 W Ste 214,Austin,Texas
Southwest Texas Junior College,2401 Garner Field Rd,Uvalde,Texas
Southwestern Assemblies of God University,1200 Sycamore,Waxahachie,Texas
Southwestern University,1001 University Ave,Georgetown,Texas
Stephen F Austin State University,"2008 Alumin Drive, Rusk 206",Nacogdoches,Texas
Texas State University,601 University Dr,San Marcos,Texas
Southwestern Adventist University,100 W Hillcrest,Keene,Texas
Southwestern Christian College,200 Bowser Circle,Terrell,Texas
Sul Ross State University,HWY 90 East,Alpine,Texas
Tarleton State University,1333 W. Washington,Stephenville,Texas
Tarrant County College District,1500 Houston St,Fort Worth,Texas
Temple College,2600 S 1st St,Temple,Texas
University of Texas Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,Texas
The University of Texas Health Science Center at San Antonio,7703 Floyd Curl Dr,San Antonio,Texas
The University of Texas Medical Branch,301 University Blvd,Galveston,Texas
Texas State Technical College-System,3801 Campus Dr,Waco,Texas
Texas State Technical College-Waco,3801 Campus Drive,Waco,Texas
Texarkana College,2500 N Robison Rd,Texarkana,Texas
Texas A & M University-Kingsville,955 University Blvd,Kingsville,Texas
Texas A & M University-Galveston,200 Seawolf Parkway,Galveston,Texas
Texas A & M University-College Station,805 Rudder Tower,College Station,Texas
Texas A & M University-System Office,301 Tarrow,College Station,Texas
The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,Texas
The University of Texas at Austin,2400 Inner Campus Drive,Austin,Texas
The University of Texas at Dallas,800 West Campbell  Road,Richardson,Texas
The University of Texas at El Paso,500 W. University Ave,El Paso,Texas
The University of Texas at Tyler,3900 University Blvd,Tyler,Texas
Texas Chiropractic College Foundation Inc,5912 Spencer Hwy,Pasadena,Texas
Texas Christian University,2800 S University Dr,Fort Worth,Texas
Texas College,2404 N. Grand Avenue,Tyler,Texas
University of North Texas Health Science Center,3500 Camp Bowie Blvd,Fort Worth,Texas
Texas Lutheran University,1000 W. Court St,Seguin,Texas
The University of Texas of the Permian Basin,4901 E University,Odessa,Texas
The University of Texas at San Antonio,One UTSA Circle,San Antonio,Texas
Texas School of Business-North Campus,711 East Airtex Dr,Houston,Texas
Texas Southern University,3100 Cleburne St,Houston,Texas
The University of Texas System Office,601 Colorado Street,Austin,Texas
Texas Tech University,Broadway and University Avenue,Lubbock,Texas
Texas Wesleyan University,1201 Wesleyan St,Fort Worth,Texas
Texas Woman's University,304 Administration Dr,Denton,Texas
Trinity University,One Trinity Place,San Antonio,Texas
The University of Texas Health Science Center at Houston,7000 Fannin,Houston,Texas
Texas State Technical College-Harlingen,1902 North Loop 499,Harlingen,Texas
Texas State Technical College-West Texas,300 Homer K. Taylor Drive,Sweetwater,Texas
Texas Tech University Health Sciences Center,3601 4th Street,Lubbock,Texas
Tyler Junior College,1400 East Fifth Street,Tyler,Texas
University of Houston-System Administration,212 Ezekiel Cullen Building,Houston,Texas
Universal Technical Institute of Texas Inc.,721 Lock Haven Dr.,Houston,Texas
Vernon College,4400 College Dr.,Vernon,Texas
Victoria College,2200 E Red River,Victoria,Texas
Wayland Baptist University,1900 W 7th St.,Plainview,Texas
Weatherford College,225 College Park Drive,Weatherford,Texas
West Texas A & M University,2501 4th Ave,Canyon,Texas
Western Texas College,6200 College Ave,Snyder,Texas
Wharton County Junior College,911 Boling Hwy,Wharton,Texas
Wiley College,711 Wiley Ave,Marshall,Texas
Bridgerland Applied Technology College,1301 North 600 West,Logan,Utah
Brigham Young University-Provo,Main Campus,Provo,Utah
Brigham Young University-Hawaii,55-220 Kulanui Street,Laie,Hawaii
Broadview University-West Jordan,1902 W 7800 S,West Jordan,Utah
Cameo College of Essential Beauty,124 East 5770 South,Murray,Utah
Utah State University-College of Eastern Utah,,,
Sherman Kendall Academy-Salt Lake City,2230 S 700 E,Salt Lake City,Utah
Sherman Kendall Academy-Midvale,7353 S 900 E,Midvale,Utah
Davis Applied Technology College,550 E 300 S,Kaysville,Utah
Dixie State University,225 S 700 E,Saint George,Utah
Evans Hairstyling College-Cedar City,169 N 100 W,Cedar City,Utah
Paul Mitchell the School-Salt Lake City,1969 East Murray Holladay Rd,Holiday,Utah
Premier Hair Academy,,,
Eagle Gate College-Murray,5588 South Green Street,Murray,Utah
ITT Technical Institute-Murray,920 W Levoy Dr,Murray,Utah
Latter-day Saints Business College,95 North 300 West,Salt Lake City,Utah
Everest College-Salt Lake City,3280 W 3500 S,West Valley City,Utah
Ogden-Weber Applied Technology College,200 N Washington Blvd,Ogden,Utah
Snow College,150 E College Ave,Ephraim,Utah
Southern Utah University,351 West University Blvd,Cedar City,Utah
Stevens-Henager College-Ogden,1350 W. 1890 S.,West Haven,Utah
Stevens-Henager College of Business-Provo,1476 Sandhill Road,Orem,Utah
Utah State University,Old Main Hill,Logan,Utah
Utah Valley University,800 W University Parkway,Orem,Utah
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,Utah
University of Utah,"201 Presidents Circle, ROOM 203",Salt Lake City,Utah
Weber State University,3848 Harrison Blvd,Ogden,Utah
Westminster College,1840 South 1300 East,Salt Lake City,Utah
Bennington College,One College Drive,Bennington,Vermont
Burlington College,351 North Ave,Burlington,Vermont
Castleton State College,62 Alumni Dr,Castleton,Vermont
Champlain College,246 S. Willard St,Burlington,Vermont
Community College of Vermont,1 Abenaki Way,Winooski,Vermont
Goddard College,123 Pitkin Road,Plainfield,Vermont
Green Mountain College,One Brennan Circle,Poultney,Vermont
Johnson State College,337 College Hill,Johnson,Vermont
Lyndon State College,1001 College Rd,Lyndonville,Vermont
Marlboro College,2582 South Rd,Marlboro,Vermont
Middlebury College,Old Chapel,Middlebury,Vermont
New England Culinary Institute,56 College Street,Montpelier,Vermont
Norwich University,158 Harmon Drive,Northfield,Vermont
Saint Michael's College,One Winooski Park,Colchester,Vermont
SIT Graduate Institute,1 Kipling Rd,Brattleboro,Vermont
College of St Joseph,71 Clement Road,Rutland,Vermont
Southern Vermont College,982 Mansion Drive,Bennington,Vermont
Sterling College,16 Sterling Drive,Craftsbury Common,Vermont
Vermont Law School,164 Chelsea Street,South Royalton,Vermont
Vermont State Colleges-Office of the Chancellor,"575 Stone Cutters Way, Suite 1",Montpelier,Vermont
Vermont Technical College,1 Main Street,Randolph Center,Vermont
University of Vermont,85 S Prospect St,Burlington,Vermont
Advanced Technology Institute,5700 Southern Blvd Ste 100,Virginia Beach,Virginia
Averett University,420 W Main St,Danville,Virginia
Blue Ridge Community College,1 College Lane,Weyers Cave,Virginia
Bluefield College,3000 College Dr,Bluefield,Virginia
Bridgewater College,402 E College St,Bridgewater,Virginia
College of William and Mary,200 Richmond Road,Williamsburg,Virginia
Regent University,1000 Regent University Dr,Virginia Beach,Virginia
Central Virginia Community College,3506 Wards Rd,Lynchburg,Virginia
Christopher Newport University,1 Avenue of the Arts,Newport News,Virginia
Bryant & Stratton College-Virginia Beach,301 Centre Pointe Dr,Virginia Beach,Virginia
Bryant & Stratton College-Richmond,8141 Hull St Rd,North Chesterfield,Virginia
Jefferson College of Health Sciences,101 Elm Avenue SE,Roanoke,Virginia
Dabney S Lancaster Community College,1000 Dabney Drive,Clifton Forge,Virginia
Danville Community College,1008 S Main St,Danville,Virginia
Eastern Virginia Medical School,700w. Olney,Norfolk,Virginia
Centura College-Virginia Beach,2697 Dean Dr Ste 100,Virginia Beach,Virginia
Emory & Henry College,30461 Garnand Drive,Emory,Virginia
Eastern Mennonite University,1200 Park Rd,Harrisonburg,Virginia
Eastern Shore Community College,29300 Lankford Hwy,Melfa,Virginia
Ferrum College,215 Ferrum Mountain Road,Ferrum,Virginia
George Mason University,4400 University Dr,Fairfax,Virginia
Germanna Community College,2130 Germanna Hwy,Locust Grove,Virginia
Hampden-Sydney College,College Road,Hampden-Sydney,Virginia
Hampton University,E Queen Street,Hampton,Virginia
Hollins University,7916 Williamson Rd NW,Roanoke,Virginia
J Sargeant Reynolds Community College,1651 E Parham Road,Richmond,Virginia
James Madison University,800 South Main Street,Harrisonburg,Virginia
John Tyler Community College,13101 Jefferson Davis Hwy,Chester,Virginia
Everest College-Newport News,803 Diligence Drive,Newport News,Virginia
Liberty University,1971 University Blvd,Lynchburg,Virginia
Longwood University,201 High St,Farmville,Virginia
Lord Fairfax Community College,173 Skirmisher Lane,Middletown,Virginia
Lynchburg College,1501 Lakeside Dr,Lynchburg,Virginia
Lynchburg General Hospital School of Nursing,"905 Lakeside Dr., Suite A",Lynchburg,Virginia
Mary Baldwin College,New & Frederick St,Staunton,Virginia
University of Mary Washington,1301 College Ave,Fredericksburg,Virginia
Marymount University,2807 N Glebe Rd,Arlington,Virginia
Danville Regional Medical Center School of Health Professions,142 S Main St,Danville,Virginia
Mountain Empire Community College,3441 Mountain Empire Road,Big Stone Gap,Virginia
American National University,1813 E Main St,Salem,Virginia
New River Community College,5251 College Drive,Dublin,Virginia
Sentara College of Health Sciences,"1441 Crossways Blvd, Suite 105",Chesapeake,Virginia
Norfolk State University,700 Park Avenue,Norfolk,Virginia
Northern Virginia Community College,4001 Wakefield Chapel Rd,Annandale,Virginia
Old Dominion University,5115 Hampton Blvd,Norfolk,Virginia
Patrick Henry Community College,645 Patriot Avenue,Martinsville,Virginia
Paul D Camp Community College,100 N College Dr,Franklin,Virginia
Southside Regional Medical Center Professional Schools,737 South Sycamore Street,Petersburg,Virginia
Miller-Motte Technical College-Lynchburg,1011 Creekside Lane,Lynchburg,Virginia
Piedmont Virginia Community College,501 College Drive,Charlottesville,Virginia
Radford University,801 East Main Street,Radford,Virginia
Randolph-Macon College,204 Henry St,Ashland,Virginia
Randolph College,2500 Rivermont Ave,Lynchburg,Virginia
Rappahannock Community College,12745 College Drive,Glenns,Virginia
Fortis College-Norfolk,6300 Center Dr Bldg 22,Norfolk,Virginia
Richard Bland College of the College of William and Mary,11301 Johnson Rd,Petersburg,Virginia
Bon Secours Memorial College of Nursing,8550 Magellan Parkway Suite 1100,Richmond,Virginia
University of Richmond,28 Westhampton Way,University of Richmond,Virginia
Riverside School of Health Careers,316 Main St.,Newport News,Virginia
Roanoke College,221 College Lane,Salem,Virginia
Bon Secours St Mary's Hospital School of Medical Imaging,8550 Magellan Pkwy Ste 700,Richmond,Virginia
Saint Pauls College,115 College Drive,Lawrenceville,Virginia
Shenandoah University,1460 University Dr,Winchester,Virginia
Southern Virginia University,One University Hill Drive,Buena Vista,Virginia
Southside Virginia Community College,109 Campus Dr,Alberta,Virginia
Southwest Virginia Community College,"369 College Road       US Rt. 19, 6 Miles S. Claypool Hill",Richlands,Virginia
Strayer University-Virginia,2121 15th Street N,Arlington,Virginia
Sweet Briar College,134 Chapel Drive,Sweet Briar,Virginia
Thomas Nelson Community College,99 Thomas Nelson Drive,Hampton,Virginia
Tidewater Community College,121 College Place,Norfolk,Virginia
Union Presbyterian Seminary,3401 Brook Rd,Richmond,Virginia
The University of Virginia's College at Wise,1 College Avenue,Wise,Virginia
Virginia Highlands Community College,100 VHCC Drive,Abingdon,Virginia
Virginia Intermont College,1013 Moore Street,Bristol,Virginia
Virginia Polytechnic Institute and State University,222 Burruss Hall,Blacksburg,Virginia
Virginia Western Community College,3093 Colonial Ave,Roanoke,Virginia
Virginia Commonwealth University,910 W Franklin St,Richmond,Virginia
University of Virginia-Main Campus,1827 University Avenue,Charlottesville,Virginia
Virginia Military Institute,VMI Parade,Lexington,Virginia
Virginia University of Lynchburg,2058 Garfield Ave,Lynchburg,Virginia
Virginia State University,1 Hayden Drive,Petersburg,Virginia
